Store,DayOfWeek,Sales,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,Year,Month,Week,PerCentDiseaseAffInWeek,AvgSalesPerStore,AvgCustomersPerStore,MedSalesPerStore,MedCustomersPerStore,AvgCustSpentInStore,LastWeekSalesPerStore,LastWeekCustomersPerStore
553,3,5855,0,0,1,2,0,3040,9,2002,1,13,2010,2,2013,1,1,45,7038.598456,638.7464607,6648,586,11.01939328,43572,3552
552,3,5702,0,0,1,0,0,4260,7,2008,1,37,2009,2,2013,1,1,45,7721.866837,689.8962868,6621,668,11.19279374,51850,4029
551,3,6576,0,0,1,0,2,2190,9,2013,0,0,0,0,2013,1,1,45,6559.378827,987.7423469,6206,966.5,6.640779194,37715,4942
550,3,4301,0,0,1,3,2,50,6,2015,0,0,0,0,2013,1,1,45,5973.627401,496.6491677,5866,489,12.02786149,31160,2279
549,3,3530,0,0,1,0,2,2330,0,0,0,0,0,0,2013,1,1,45,4642.716837,547.7130102,4576.5,551,8.476550219,25891,2764
548,3,3961,0,0,1,3,2,3760,2,2009,0,0,0,0,2013,1,1,45,5073.023438,400.921875,4731.5,386.5,12.65339647,27638,1926
547,3,6083,0,0,1,3,2,8990,11,2009,1,35,2010,3,2013,1,1,45,5752.490354,442.2475884,5611,437,13.0073979,39180,2685
546,3,13451,0,0,1,0,0,580,1,2005,0,0,0,0,2013,1,1,45,13681.53444,1621.279337,13292.5,1611.5,8.438727447,71901,8020
545,3,9699,0,0,1,0,2,5020,5,2006,1,18,2014,1,2013,1,1,45,10635.25674,1026.817715,9790,1000,10.35749246,68137,5316
544,3,11694,0,0,1,0,0,250,12,2001,1,13,2010,2,2013,1,1,45,13870.94524,1827.353325,13089,1799,7.590729748,82858,9644
543,3,2169,0,0,1,2,0,1080,12,2012,0,0,0,0,2013,1,1,45,2790.380282,240.1830986,2293,230,11.61772122,18379,1438
542,3,5496,0,0,1,0,0,7280,9,2012,1,1,2013,2,2013,1,1,45,6246.641479,531.6398714,5986.5,524.5,11.7497611,36766,2966
541,3,6303,0,0,1,0,2,650,7,1990,0,0,0,0,2013,1,1,45,6720.81258,857.0834403,6259,829,7.84149158,43038,4739
540,3,3209,0,0,1,3,2,810,0,0,1,48,2012,2,2013,1,1,45,5648.990354,391.3118971,5314,378.5,14.43603017,47486,2793
539,3,12242,0,0,1,0,0,770,5,2013,1,40,2014,2,2013,1,1,45,11310.96302,1142.279743,11209.5,1139,9.902095432,65651,6052
525,3,10422,0,0,1,3,2,1870,9,2013,0,0,0,0,2013,1,1,45,10233.02682,875.5670498,10108,871,11.68731375,52224,4124
526,3,10084,0,0,1,0,0,120,0,0,1,48,2011,3,2013,1,1,45,10630.23146,1456.700767,9986,1440,7.297470899,65851,7667
527,3,10246,0,0,1,3,2,5830,4,2008,0,0,0,0,2013,1,1,45,10734.69398,1000.490397,10481,986,10.7294323,61074,5014
528,3,8212,0,0,1,0,2,20620,0,0,1,37,2009,2,2013,1,1,45,10704.44416,955.449294,10083,927,11.20357116,65126,5052
529,3,6357,0,0,1,3,2,12920,9,2012,0,0,0,0,2013,1,1,45,7823.783163,761.192602,7531.5,740,10.27832265,47386,3952
490,3,8293,0,0,1,0,0,660,4,2013,1,40,2014,2,2013,1,1,45,8249.728296,1063.720257,8176.5,1052.5,7.755543095,45605,5575
531,3,5060,0,0,1,0,2,4030,0,0,0,0,0,0,2013,1,1,45,4901.934949,600.6071429,4744.5,592,8.161632787,25809,2787
533,3,8160,0,0,1,0,2,5950,0,0,0,0,0,0,2013,1,1,45,9659.648649,902.2316602,9169,903,10.70639512,71939,5821
534,3,4597,0,0,1,3,0,1200,9,2009,1,45,2009,2,2013,1,1,45,7519.556982,568.6966292,7253,559,13.22243987,52140,3402
535,3,7008,0,0,1,0,0,3570,4,2007,0,0,0,0,2013,1,1,45,8115.771502,922.6136072,7826,930,8.796500982,46253,4817
536,3,8084,0,0,1,0,2,4700,9,2002,1,31,2013,1,2013,1,1,45,8323.613607,883.0346598,7946,867,9.426145978,52268,4694
537,3,3925,0,0,1,0,0,600,5,2002,1,1,2012,2,2013,1,1,45,5580.178893,604.2329472,5307,592,9.235145019,40661,3793
538,3,3565,0,0,1,0,0,990,2,2010,0,0,0,0,2013,1,1,45,3859.024235,567.9247449,3765,580,6.794957024,21838,2903
532,3,10278,0,0,1,0,2,1070,8,2010,0,0,0,0,2013,1,1,45,10894.86521,1278.907574,10740,1267,8.518883956,56234,6334
489,3,4910,0,0,1,0,0,14960,11,2013,1,37,2009,2,2013,1,1,45,7306.367949,649.6294872,6730,654,11.24697707,51792,3819
488,3,3167,0,0,1,0,2,2890,4,2014,0,0,0,0,2013,1,1,45,3686.318878,388.0012755,3519.5,378,9.500790616,19871,1814
487,3,4428,0,0,1,3,2,2180,9,2012,1,40,2012,2,2013,1,1,45,6999.299745,676.7742347,6878.5,676,10.34214866,45750,3737
451,3,4295,0,0,1,0,0,2460,4,2009,1,13,2010,2,2013,1,1,45,5439.323944,458.6632522,5254,448,11.85907944,32964,2409
450,3,9099,0,0,1,2,0,5780,11,1994,1,10,2014,3,2013,1,1,45,8790.513514,1089.900901,8709,1046,8.065424578,61572,6041
449,3,11304,0,0,1,0,2,120,12,2014,1,37,2009,2,2013,1,1,45,11234.94615,1533.573077,10684,1520,7.325993344,66478,7781
448,3,7815,0,0,1,0,2,3970,9,2009,0,0,0,0,2013,1,1,45,8484.065469,741.9216945,8245,748,11.43525729,46728,3799
447,3,4938,0,0,1,0,2,1510,9,2013,0,0,0,0,2013,1,1,45,5307.622449,619.3915816,5108.5,608,8.569090389,26337,2800
446,3,4348,0,0,1,0,0,340,10,2000,1,31,2013,1,2013,1,1,45,4932.165597,635.0564827,4743,652,7.766499093,31528,3355
445,3,8442,0,0,1,0,0,240,0,0,0,0,0,0,2013,1,1,45,8600.150773,1356.865979,8420.5,1300,6.3382463,49404,6806
444,3,14116,0,0,1,2,0,1700,11,2009,0,0,0,0,2013,1,1,45,12149.83613,1420.187097,11683,1343,8.555095421,68279,7345
443,3,4680,0,0,1,3,0,11400,12,2005,0,0,0,0,2013,1,1,45,5251.096154,488.8551282,5021,481.5,10.74162027,32550,2622
442,3,3183,0,0,1,2,0,500,0,0,1,45,2009,1,2013,1,1,45,4379.133848,461.3359073,4386,460,9.492289194,32403,2787
441,3,5351,0,0,1,3,0,2530,0,0,0,0,0,0,2013,1,1,45,6328.351733,699.6534018,6259,696,9.04498101,35830,3584
440,3,4503,0,0,1,3,0,3900,4,2005,1,45,2009,1,2013,1,1,45,5156.078507,588.962677,5002,598,8.754508068,34581,3450
439,3,7354,0,0,1,0,0,1350,9,2009,0,0,0,0,2013,1,1,45,7294.942602,885.1364796,6912.5,857,8.241602024,40433,4393
438,3,2965,0,0,1,3,2,1110,0,0,1,40,2012,2,2013,1,1,45,5153.723077,524.3269231,4762,505.5,9.829216945,34726,3063
437,3,7682,0,0,1,2,2,430,0,0,1,50,2010,2,2013,1,1,45,7366.717949,726.9448718,7019,675,10.13380551,47403,4218
436,3,4831,0,0,1,3,0,2300,0,0,0,0,0,0,2013,1,1,45,5509.484615,616.7410256,5311.5,613.5,8.933222189,33552,3388
435,3,3028,0,0,1,0,0,910,0,0,0,0,0,0,2013,1,1,45,3277.691913,384.1630295,3146,385,8.532033696,16581,1853
421,3,8721,0,0,1,2,2,3530,6,2012,1,35,2012,3,2013,1,1,45,9588.251276,1014.390306,9040,962.5,9.452230781,67095,6100
279,3,4879,0,0,1,3,2,2320,0,0,1,40,2012,2,2013,1,1,45,8881.089888,667.5329053,8351,644,13.30434772,68218,4141
424,3,5450,0,0,1,3,2,1250,0,0,1,40,2011,2,2013,1,1,45,6925.756098,773.4210526,6587,759,8.954703359,38244,3867
425,3,2933,0,0,1,3,2,1460,0,0,0,0,0,0,2013,1,1,45,3237.659794,434.3814433,3153,437,7.453494719,19170,2317
426,3,4526,0,0,1,0,0,250,0,0,0,0,0,0,2013,1,1,45,5068.396662,633.8395379,4645,618,7.996340335,28999,3320
452,3,5397,0,0,1,0,2,1850,8,2013,1,5,2011,1,2013,1,1,45,5149.841837,478.3252551,5024,478.5,10.76640169,33460,2691
427,3,4823,0,0,1,0,2,70,7,2005,1,13,2010,2,2013,1,1,45,7643.243981,771.0930979,6853,732,9.912219421,53707,4425
429,3,4619,0,0,1,3,2,16350,7,2005,1,31,2013,2,2013,1,1,45,5321.144695,429.426045,5139.5,422,12.39129474,32197,2340
430,3,9850,0,0,1,3,2,12870,10,2008,0,0,0,0,2013,1,1,45,8632.471061,699.9131833,8408,684,12.33363118,53580,3951
431,3,7960,0,0,1,3,2,4520,0,0,0,0,0,0,2013,1,1,45,9524.926829,1002.454429,9259,981,9.501605815,54974,5045
432,3,10165,0,0,1,0,0,810,5,2013,0,0,0,0,2013,1,1,45,10982.87117,1554.728316,11065,1613.5,7.064173887,71751,9050
433,3,5910,0,0,1,0,2,30030,11,2010,0,0,0,0,2013,1,1,45,5360.865429,615.7331787,5407,641,8.706474842,37962,3874
434,3,9508,0,0,1,0,0,13020,8,2003,1,40,2014,2,2013,1,1,45,9904.823151,741.659164,9849.5,732,13.35495283,57135,3601
428,3,5130,0,0,1,3,0,2960,12,2014,1,23,2015,3,2013,1,1,45,6287.504823,526.5755627,6074,515,11.94036577,40329,3077
419,3,5395,0,0,1,2,0,1620,9,2009,0,0,0,0,2013,1,1,45,5311.158163,852.0612245,5063.5,839,6.233305789,30417,4223
453,3,8265,0,0,1,0,2,75860,0,0,0,0,0,0,2013,1,1,45,7775.446449,914.5749718,7259,839,8.501704823,72700,8269
455,3,6021,0,0,1,3,2,7660,9,2010,0,0,0,0,2013,1,1,45,7371.391248,463.2342342,7130,453,15.91288101,46782,2601
486,3,4023,0,0,1,0,0,2320,0,0,1,31,2013,2,2013,1,1,45,4266.743261,520.0231065,4045,514,8.20491091,27423,2904
485,3,3514,0,0,1,3,2,3270,0,0,1,22,2012,2,2013,1,1,45,4871.011254,420.9871383,4734,410,11.57045147,34152,2517
484,3,5753,0,0,1,0,2,14300,3,2011,0,0,0,0,2013,1,1,45,7717.669643,739.8635204,7547,715.5,10.43120715,41955,3609
483,3,3941,0,0,1,0,2,2310,9,2011,1,13,2010,2,2013,1,1,45,4948.424359,650.0179487,4859.5,678.5,7.612750338,30480,3601
482,3,8458,0,0,1,2,0,2550,10,2005,0,0,0,0,2013,1,1,45,8334.617647,920.9066496,8038,884.5,9.050447893,48018,4737
481,3,3559,0,0,1,2,2,7470,0,0,1,44,2012,1,2013,1,1,45,5155.379001,476.7144686,4838,467,10.81439591,36220,2807
480,3,4827,0,0,1,0,0,300,11,2012,0,0,0,0,2013,1,1,45,4935.890306,623.4604592,4871.5,646,7.916925979,28958,3365
479,3,11234,0,0,1,0,0,320,12,2005,1,9,2011,1,2013,1,1,45,11230.8798,1328.828645,11014.5,1333.5,8.451714103,77872,7657
478,3,7702,0,0,1,3,2,1940,3,2012,0,0,0,0,2013,1,1,45,6806.94898,699.3928571,6475,689,9.732654416,42703,3781
477,3,5479,0,0,1,3,0,770,7,2010,1,35,2010,2,2013,1,1,45,6213.688103,449.8874598,5949.5,437.5,13.81164993,38016,2483
476,3,5701,0,0,1,3,0,8300,9,2006,0,0,0,0,2013,1,1,45,5851.603846,649.7987179,5733.5,676,9.005256065,37743,3600
475,3,6221,0,0,1,0,0,140,9,2005,0,0,0,0,2013,1,1,45,6473.814433,981.9342784,6386,982.5,6.592920296,35515,4945
474,3,7402,0,0,1,2,0,14810,0,0,1,14,2011,3,2013,1,1,45,7526.818414,736.8069054,7311.5,741,10.21545585,45582,4012
473,3,3682,0,0,1,0,0,50,0,0,0,0,0,0,2013,1,1,45,3552.301669,486.5186136,3377,484,7.301471248,20415,2479
472,3,5166,0,0,1,2,2,5030,8,2011,0,0,0,0,2013,1,1,45,5204.651786,692.9515306,5051,680.5,7.510845356,30382,3343
471,3,6115,0,0,1,3,0,5300,0,0,1,45,2009,1,2013,1,1,45,7109.752412,590.2041801,7004,585.5,12.04625899,44309,3327
470,3,14997,0,0,1,0,2,50,0,0,0,0,0,0,2013,1,1,45,13111.74227,1774.970361,12840,1752,7.387020402,69820,8485
456,3,6256,0,0,1,0,2,140,0,0,0,0,0,0,2013,1,1,45,6190.560976,895.3196406,5833,866,6.91435851,34517,4506
457,3,3557,0,0,1,3,2,13140,0,0,1,31,2013,2,2013,1,1,45,4840.553055,432.6897106,4647.5,421.5,11.1871231,32571,2554
458,3,6539,0,0,1,2,0,3390,0,0,0,0,0,0,2013,1,1,45,7582.117798,702.6722151,7427,681,10.79040502,43760,3666
459,3,8354,0,0,1,0,0,250,9,2008,1,5,2013,1,2013,1,1,45,9176.75,1130.201531,8620.5,1117,8.119569609,61490,6228
460,3,3102,0,0,1,0,0,34050,4,2008,0,0,0,0,2013,1,1,45,3736.008974,345.2807692,3578.5,352,10.82020578,26624,2394
461,3,5437,0,0,1,3,2,1790,7,2013,1,40,2013,2,2013,1,1,45,4838.66538,476.5289575,4739,469,10.15397974,30442,2637
454,3,6482,0,0,1,0,0,26450,0,0,0,0,0,0,2013,1,1,45,5794.123077,706.5833333,5863.5,754,8.200197774,39779,4103
462,3,5036,0,0,1,0,0,44320,8,2008,0,0,0,0,2013,1,1,45,4832.588462,606.2153846,4764,627.5,7.971735103,28615,3232
464,3,13067,0,0,1,2,0,520,3,2009,0,0,0,0,2013,1,1,45,10642.68367,1305.593112,10254,1247,8.151608318,59418,6490
465,3,6739,0,0,1,3,2,10890,4,2005,0,0,0,0,2013,1,1,45,7762.806658,604.68758,7519,596,12.83771474,49920,3395
466,3,6598,0,0,1,0,2,3110,3,2003,0,0,0,0,2013,1,1,45,7712.365854,755.7637997,7421,761,10.20473044,44861,3872
467,3,13644,0,0,1,0,2,20390,4,2008,0,0,0,0,2013,1,1,45,13393.90698,1605.116279,12986,1585.5,8.344508838,73051,7711
468,3,8352,0,0,1,2,2,5260,9,2012,0,0,0,0,2013,1,1,45,6669.660714,754.5841837,6223.5,690,8.838855702,44479,4263
469,3,13940,0,0,1,2,2,710,9,2005,0,0,0,0,2013,1,1,45,11883.51086,1519.295019,11590,1492,7.821726989,71969,8098
463,3,5279,0,0,1,0,0,4160,0,0,0,0,0,0,2013,1,1,45,6094.671374,969.4274711,5939,979,6.286877105,30854,4351
278,3,7007,0,0,1,0,2,9260,2,2010,0,0,0,0,2013,1,1,45,7142.167092,792.5994898,6960,792,9.011066981,41249,3998
276,3,3406,0,0,1,0,0,2960,10,2014,1,36,2013,3,2013,1,1,45,4091.194872,520.9487179,4072.5,543,7.853354334,23232,2676
100,3,6969,0,0,1,3,0,17930,0,0,0,0,0,0,2013,1,1,45,7964.412541,686.2194719,7754,670,11.60621764,49858,3823
99,3,4367,0,0,1,2,2,2030,11,2003,1,22,2012,3,2013,1,1,45,5130.5209,465.5209003,4971.5,456.5,11.02103235,34340,2657
98,3,3169,0,0,1,3,2,15140,12,2006,1,1,2012,2,2013,1,1,45,5109.863928,451.5853659,4957,442,11.31538866,31448,2304
97,3,5735,0,0,1,3,2,8980,0,0,0,0,0,0,2013,1,1,45,6703.396154,688.8307692,6500.5,687,9.731557377,42418,3748
96,3,3999,0,0,1,0,0,8780,2,2005,1,37,2009,2,2013,1,1,45,5176.888462,542.774359,4861.5,550,9.537827968,37059,3362
95,3,7770,0,0,1,0,0,1890,10,2014,0,0,0,0,2013,1,1,45,7638.54359,843.7192308,7303.5,839,9.053418852,43987,4444
94,3,5835,0,0,1,3,2,14620,0,0,0,0,0,0,2013,1,1,45,7121.143774,640.1437741,6641,620,11.12428811,44151,3440
93,3,5520,0,0,1,0,0,16690,0,0,1,14,2011,2,2013,1,1,45,5965.175866,603.5545571,5968,612,9.883407881,33027,3113
92,3,4129,0,0,1,2,0,240,0,0,1,45,2009,1,2013,1,1,45,5996.684211,547.0577664,5719,538,10.961702,39115,3174
91,3,5087,0,0,1,2,0,2410,0,0,1,35,2011,2,2013,1,1,45,5559.002571,613.9305913,5335,600,9.054773699,32319,2817
90,3,8256,0,0,1,0,0,330,11,2007,0,0,0,0,2013,1,1,45,8416.768638,1057.060411,7909.5,1027.5,7.962429155,48894,5379
89,3,6635,0,0,1,0,0,2380,7,2004,1,40,2014,2,2013,1,1,45,5971.339228,624.1752412,5846.5,630,9.566767207,36034,3529
88,3,5289,0,0,1,0,0,10690,10,2005,0,0,0,0,2013,1,1,45,6024.433333,613.4910256,5949,644,9.819920882,38070,3477
87,3,5636,0,0,1,0,0,560,12,2010,0,0,0,0,2013,1,1,45,5865.16199,737.4477041,5838.5,759,7.953325988,34134,3959
101,3,6072,0,0,1,3,2,2440,0,0,1,22,2012,3,2013,1,1,45,7469.877551,777.1556122,7273.5,766,9.611817033,46946,3794
86,3,4230,0,0,1,0,0,480,2,2005,1,31,2013,2,2013,1,1,45,4695.021851,604.9601542,4374,581,7.760877833,25959,3051
84,3,12709,0,0,1,0,2,11810,8,2014,0,0,0,0,2013,1,1,45,12938.29434,1391.231362,12209,1356,9.299886916,74240,7000
83,3,4102,0,0,1,0,0,2710,0,0,0,0,0,0,2013,1,1,45,3887.706033,345.8395379,3725,342,11.24135794,20197,1696
82,3,8047,0,0,1,0,0,22390,4,2008,1,37,2009,2,2013,1,1,45,9019.653402,838.5596919,8668,844,10.75612564,53869,4570
81,3,7181,0,0,1,0,0,2370,3,2011,1,40,2014,2,2013,1,1,45,6985.688103,561.4983923,6814,550,12.44115424,42830,3003
80,3,5495,0,0,1,3,0,7910,0,0,0,0,0,0,2013,1,1,45,7616.273427,577.745828,7616,574,13.18274068,46890,3165
79,3,4827,0,0,1,0,0,3320,0,0,0,0,0,0,2013,1,1,45,5474.240669,560.4877735,5058,548,9.766922542,37439,3426
78,3,3075,0,0,1,0,0,3510,11,2006,1,5,2013,1,2013,1,1,45,3717.473077,494.8589744,3588,487,7.512186844,24138,2681
77,3,6573,0,0,1,3,2,1090,8,2009,1,10,2014,2,2013,1,1,45,7621.489117,662.8335467,7428,655,11.49834548,46717,3474
76,3,9837,0,0,1,3,2,19960,3,2006,0,0,0,0,2013,1,1,45,8999.547352,928.0963082,8573,896,9.696781759,57146,5302
75,3,5844,0,0,1,3,2,22440,12,2013,0,0,0,0,2013,1,1,45,6023.454082,642.1403061,5847,631,9.380277214,36109,3565
74,3,6904,0,0,1,0,0,330,0,0,0,0,0,0,2013,1,1,45,6256.630155,854.2229381,5832.5,823,7.324352783,35419,4447
73,3,3692,0,0,1,0,2,1650,9,2008,0,0,0,0,2013,1,1,45,4576.978316,494.1352041,4528,512,9.262603187,26984,2523
72,3,3543,0,0,1,0,0,2200,12,2009,1,13,2010,2,2013,1,1,45,4420.025682,474.8603531,3960,460,9.308053732,30702,2786
71,3,7041,0,0,1,0,0,17500,8,2008,1,37,2009,3,2013,1,1,45,9061.097561,746.9204108,8514,725,12.13127588,55022,3905
102,3,6676,0,0,1,0,0,150,12,2007,1,10,2014,3,2013,1,1,45,7079.526658,1051.713914,6562,1017,6.731418652,44898,5448
104,3,9977,0,0,1,0,0,390,6,2009,0,0,0,0,2013,1,1,45,10126.53699,1312.377551,9915,1298,7.716176631,53272,6275
105,3,2326,0,0,1,0,2,6190,0,0,1,23,2013,3,2013,1,1,45,4441.367374,515.0490716,4271,528,8.62319266,33037,3045
136,3,4073,0,0,1,0,2,2200,12,2010,1,22,2012,1,2013,1,1,45,5488.818328,423.9807074,5049.5,404,12.9459153,41216,2728
135,3,4869,0,0,1,3,0,5190,0,0,1,1,2013,2,2013,1,1,45,5952.416133,539.7810499,5906,534,11.02746407,36284,2857
134,3,4553,0,0,1,0,0,1200,9,2008,0,0,0,0,2013,1,1,45,4725.891582,494.5969388,4758.5,511,9.555036053,24572,2526
133,3,8428,0,0,1,0,0,270,8,2013,1,10,2014,3,2013,1,1,45,6467.759591,758.8273657,6276.5,760.5,8.523361021,37680,3812
132,3,2950,0,0,1,3,2,1040,0,0,1,27,2012,2,2013,1,1,45,6283.255627,582.4051447,6094.5,577,10.78846175,46498,3528
131,3,4947,0,0,1,2,0,920,7,2015,0,0,0,0,2013,1,1,45,5275.404365,558.8973042,5057,543,9.438951172,24681,2482
130,3,4265,0,0,1,2,0,900,0,0,1,13,2010,2,2013,1,1,45,5121.06274,573.7451985,4953,574,8.925674243,27850,2778
129,3,9196,0,0,1,0,0,2460,0,0,1,14,2011,2,2013,1,1,45,9208.120579,1165.463023,8768.5,1144.5,7.900826024,50865,6234
128,3,4910,0,0,1,3,2,2000,0,0,1,1,2013,2,2013,1,1,45,7454.672215,594.6824584,7129,584,12.53555088,50014,3449
127,3,3501,0,0,1,3,0,1350,12,2005,1,13,2010,2,2013,1,1,45,5238.154093,659.7479936,5164,667,7.939628683,37343,3729
126,3,5579,0,0,1,3,0,3370,10,2014,1,18,2011,1,2013,1,1,45,6391.936774,543.76,5898,529,11.75506984,36343,2951
125,3,11543,0,0,1,0,0,760,12,2005,0,0,0,0,2013,1,1,45,11836.84821,1573.941327,11418,1561,7.520514275,73496,8523
124,3,4229,0,0,1,0,0,1410,4,2003,0,0,0,0,2013,1,1,45,4424.146341,525.6829268,4401,529,8.415997773,25394,2714
123,3,8970,0,0,1,0,0,16760,9,2011,0,0,0,0,2013,1,1,45,8350.093995,957.924282,7995,969.5,8.716862232,52986,5502
122,3,6719,0,0,1,0,2,58260,4,2013,0,0,0,0,2013,1,1,45,6462.014689,793.780791,6176,780,8.140805072,61024,6741
121,3,4831,0,0,1,0,0,3570,11,2009,1,36,2013,3,2013,1,1,45,4453.171795,504.1128205,4462,523,8.833680902,25242,2556
120,3,5570,0,0,1,3,0,2290,12,2014,1,37,2009,2,2013,1,1,45,7110.102433,638.1959027,6767,622,11.14094027,44971,3622
106,3,8775,0,0,1,0,0,1390,8,2013,0,0,0,0,2013,1,1,45,8638.390181,824.4431525,8561,838.5,10.47784818,47735,4269
107,3,6996,0,0,1,0,0,1930,9,2009,0,0,0,0,2013,1,1,45,7336.589286,955.3112245,7134.5,941,7.679789683,40615,4677
108,3,9449,0,0,1,3,2,2190,9,2003,0,0,0,0,2013,1,1,45,11035.36013,848.7813505,10642,834,13.00141682,73479,4985
109,3,6357,0,0,1,0,2,3300,11,2010,0,0,0,0,2013,1,1,45,6464.32398,742.3762755,6137,727,8.707611211,35447,3617
110,3,5298,0,0,1,0,2,46590,4,2013,0,0,0,0,2013,1,1,45,4534.429847,587.4387755,4410,590,7.718982873,32070,3708
111,3,4761,0,0,1,3,2,7890,0,0,1,37,2009,2,2013,1,1,45,6771.745198,597.6747759,6618,592,11.33015056,41719,3199
70,3,6163,0,0,1,2,2,4840,0,0,0,0,0,0,2013,1,1,45,6608.028133,679.0971867,6296,658.5,9.730607434,42239,3628
112,3,6612,0,0,1,0,0,1630,9,2009,0,0,0,0,2013,1,1,45,6229.44898,775.9936224,6075.5,763,8.027706413,34581,3738
114,3,4711,0,0,1,2,0,4510,0,0,1,48,2011,3,2013,1,1,45,5346.559949,608.125,5187.5,601.5,8.791876586,30981,3153
115,3,5525,0,0,1,3,2,5740,4,2007,1,40,2014,2,2013,1,1,45,7371.689711,552.0450161,7152.5,530,13.35342136,47847,3165
116,3,7067,0,0,1,0,0,680,4,2013,0,0,0,0,2013,1,1,45,7294.545338,758.247765,7096,759,9.620266191,37711,3729
117,3,4167,0,0,1,0,0,3450,9,2011,0,0,0,0,2013,1,1,45,3881.956354,492.0654685,3786,503,7.889105419,21094,2385
118,3,6202,0,0,1,3,2,3580,9,2012,0,0,0,0,2013,1,1,45,7781.606138,675.5460358,7425,662.5,11.5189872,51688,3818
119,3,5668,0,0,1,0,2,2100,2,2010,0,0,0,0,2013,1,1,45,6005.085459,664.9642857,5759.5,663,9.030688697,32958,3186
113,3,7115,0,0,1,3,2,20930,11,1999,0,0,0,0,2013,1,1,45,7199.07717,699.3135048,6917,686,10.29449184,35185,3212
69,3,9903,0,0,1,2,2,1130,0,0,1,40,2011,2,2013,1,1,45,9426.451985,1183.663252,9042,1153,7.963795418,53897,6382
68,3,7669,0,0,1,0,2,250,0,0,1,35,2012,3,2013,1,1,45,7563.252551,1151.954082,7135.5,1118,6.565585097,45489,5842
67,3,8096,0,0,1,0,2,410,2,2006,0,0,0,0,2013,1,1,45,7828.930502,798.3230373,7401,791,9.806720007,57426,4889
31,3,5122,0,0,1,3,2,9800,7,2012,0,0,0,0,2013,1,1,45,5862.427296,586.0510204,5716.5,575,10.0032712,33732,2973
30,3,5683,0,0,1,0,0,40,2,2014,1,10,2014,3,2013,1,1,45,5294.782497,777.1274131,5149,769,6.813274641,24368,3251
29,3,5269,0,0,1,3,2,2170,0,0,0,0,0,0,2013,1,1,45,7364.775353,653.7008986,6887,630,11.26627693,45123,3598
28,3,4958,0,0,1,0,0,1200,10,2014,1,6,2015,3,2013,1,1,45,5313.736979,583.5885417,5049.5,592,9.105279833,32451,3108
27,3,8674,0,0,1,0,0,60,1,2005,1,5,2011,2,2013,1,1,45,9457.676093,1073.710797,8679,1035,8.808401778,57079,5548
26,3,5950,0,0,1,3,0,2300,0,0,0,0,0,0,2013,1,1,45,6671.695652,556.07289,6363.5,542.5,11.99787972,42262,3173
25,3,11944,0,0,1,2,0,430,4,2003,0,0,0,0,2013,1,1,45,11132.14171,1567.949198,10808,1542.5,7.099810202,58650,7161
24,3,6907,0,0,1,0,2,4590,3,2000,1,40,2011,2,2013,1,1,45,9388.286264,835.4300385,8875,809,11.23766902,60216,4625
23,3,4523,0,0,1,3,0,4060,8,2005,0,0,0,0,2013,1,1,45,5520.28113,482.436457,5181,466,11.44250408,33804,2654
22,3,3514,0,0,1,0,0,1040,0,0,1,22,2012,2,2013,1,1,45,4525.857835,504.2471729,4311,504,8.975474884,30677,2879
21,3,3680,0,0,1,2,2,550,10,1999,1,45,2009,2,2013,1,1,45,5482.320463,516.3616474,5278,518,10.61721081,41442,2985
20,3,7110,0,0,1,3,0,2340,5,2009,1,40,2014,2,2013,1,1,45,7756.93538,848.5589661,7804,887,9.141303893,54839,5430
19,3,5763,0,0,1,0,2,3240,0,0,1,22,2011,3,2013,1,1,45,6464.915276,624.6700899,6247,633,10.3493274,40358,3380
18,3,5143,0,0,1,3,2,13840,6,2010,1,14,2012,2,2013,1,1,45,6560.277494,713.2800512,6362.5,712,9.197337684,43024,3990
17,3,5593,0,0,1,0,0,50,12,2005,1,26,2010,2,2013,1,1,45,6335.662404,791.6751918,5997,807.5,8.002855804,40773,4544
16,3,6919,0,0,1,0,2,3270,0,0,0,0,0,0,2013,1,1,45,7680.683398,852.4774775,7478,877,9.009837328,49883,4913
15,3,4701,0,0,1,3,2,4110,3,2010,1,14,2011,2,2013,1,1,45,6672.844388,663.4017857,6418,648,10.05852642,42234,3574
1,3,5530,0,0,1,2,0,1270,9,2008,0,0,0,0,2013,1,1,45,4759.096031,564.049936,4647,550,8.437366494,26178,2796
2,3,4422,0,0,1,0,0,570,11,2007,1,13,2010,2,2013,1,1,45,4953.90051,583.9987245,4783,575.5,8.48272488,30331,3237
3,3,6823,0,0,1,0,0,14130,12,2006,1,14,2011,2,2013,1,1,45,6942.568678,750.0770218,6619,744,9.255807705,41872,3946
4,3,9941,0,0,1,2,2,620,9,2009,0,0,0,0,2013,1,1,45,9638.401786,1321.752551,9430.5,1301.5,7.292137835,56983,6602
5,3,4253,0,0,1,0,0,29910,4,2015,0,0,0,0,2013,1,1,45,4676.274711,537.3401797,4616,564,8.702633616,28806,3004
6,3,6089,0,0,1,0,0,310,12,2013,0,0,0,0,2013,1,1,45,5509.946154,635.2346154,5462.5,634.5,8.673875794,26278,2830
